head	relation	tail 
3160	has_genre	l
3160	has_rating	null
3160	has_director	Enrique Blanco
3161	has_genre	Western
3161	has_genre	Drama
3161	has_genre	Short
3161	has_rating	null
3161	has_director	Wallace Reid
3162	has_genre	Short
3162	has_genre	Drama
3162	has_rating	null
3162	has_director	Mauritz Stiller
3163	has_genre	Short
3163	has_genre	Drama
3163	has_rating	null
3163	has_director	Dell Henderson
3165	has_genre	Crime
3165	has_genre	Drama
3165	has_genre	Mystery
3165	has_rating	7.0
3165	has_director	Louis Feuillade
3167	has_genre	Drama
3167	has_rating	5.8
3167	has_director	D.W. Griffith
3168	has_genre	Short
3168	has_genre	Comedy
3168	has_rating	null
3168	has_director	Henry Lehrman
3169	has_genre	Comedy
3169	has_genre	Short
3169	has_rating	null
3169	has_director	n
3169	has_director	u
3169	has_director	l
3169	has_director	l
3171	has_genre	Drama
3171	has_rating	null
3171	has_director	Lawrence Marston
3173	has_genre	Drama
3173	has_genre	Short
3173	has_rating	null
3173	has_director	Charles Brabin
3174	has_genre	Short
3174	has_genre	Comedy
3174	has_rating	null
3174	has_director	Phillips Smalley
3175	has_genre	Short
3175	has_genre	Comedy
3175	has_rating	null
3175	has_director	Phillips Smalley
3176	has_genre	Short
3176	has_genre	Comedy
3176	has_genre	Western
3176	has_rating	null
3176	has_director	Tom Mix
3177	has_genre	Comedy
3177	has_genre	Short
3177	has_rating	4.5
3177	has_director	Mack Sennett
3178	has_genre	Comedy
3178	has_genre	Short
3178	has_rating	null
3178	has_director	Henry Lehrman
3179	has_genre	Animation
3179	has_genre	Short
3179	has_rating	null
3179	has_director	Bud Fisher
3181	has_genre	Animation
3181	has_genre	Short
3181	has_rating	null
3181	has_director	Bud Fisher
3182	has_genre	Animation
3182	has_genre	Short
3182	has_rating	null
3182	has_director	Bud Fisher
3183	has_genre	Animation
3183	has_genre	Short
3183	has_rating	null
3183	has_director	Bud Fisher
3185	has_genre	Animation
3185	has_genre	Short
3185	has_rating	null
3185	has_director	Bud Fisher
3186	has_genre	Animation
3186	has_genre	Short
3186	has_rating	null
3186	has_director	Bud Fisher
3189	has_genre	Animation
3189	has_genre	Short
3189	has_rating	null
3189	has_director	Bud Fisher
3190	has_genre	Animation
3190	has_genre	Short
3190	has_rating	null
3190	has_director	Bud Fisher
3192	has_genre	Animation
3192	has_genre	Short
3192	has_rating	null
3192	has_director	Bud Fisher
3194	has_genre	Animation
3194	has_genre	Short
3194	has_rating	null
3194	has_director	Bud Fisher
3196	has_genre	Animation
3196	has_genre	Short
3196	has_rating	null
3196	has_director	Bud Fisher
3197	has_genre	Animation
3197	has_genre	Short
3197	has_rating	null
3197	has_director	Bud Fisher
3198	has_genre	Animation
3198	has_genre	Short
3198	has_rating	null
3198	has_director	Bud Fisher
3200	has_genre	Animation
3200	has_genre	Short
3200	has_rating	null
3200	has_director	Bud Fisher
3201	has_genre	Animation
3201	has_genre	Short
3201	has_rating	null
3201	has_director	Bud Fisher
3203	has_genre	Short
3203	has_genre	Drama
3203	has_rating	null
3203	has_director	n
3203	has_director	u
3203	has_director	l
3203	has_director	l
3204	has_genre	Short
3204	has_genre	Drama
3204	has_rating	null
3204	has_director	Frank Borzage
3206	has_genre	Documentary
3206	has_genre	Short
3206	has_rating	null
3206	has_director	n
3206	has_director	u
3206	has_director	l
3206	has_director	l
3208	has_genre	Short
3208	has_genre	Drama
3208	has_genre	History
3208	has_rating	4.2
3208	has_director	Louis H. Chrispijn
3210	has_genre	Short
3210	has_genre	Comedy
3210	has_rating	null
3210	has_director	Phillips Smalley
3211	has_genre	Short
3211	has_genre	Comedy
3211	has_rating	null
3211	has_director	Phillips Smalley
3213	has_genre	Short
3213	has_genre	Drama
3213	has_rating	null
3213	has_director	Lionel Barrymore
3214	has_genre	Short
3214	has_genre	Comedy
3214	has_genre	Fantasy
3214	has_rating	6.2
3214	has_director	Wladyslaw Starewicz
3217	has_genre	Short
3217	has_genre	Drama
3217	has_rating	null
3217	has_director	Edward LeSaint
3219	has_genre	Short
3219	has_genre	Drama
3219	has_rating	null
3219	has_director	Mauritz Stiller
3221	has_genre	Short
3221	has_genre	Comedy
3221	has_genre	Drama
3221	has_rating	null
3221	has_director	Van Dyke Brooke
3223	has_genre	Short
3223	has_genre	Western
3223	has_rating	null
3223	has_director	Gilbert M. 'Broncho Billy' Anderson
3224	has_genre	Short
3224	has_genre	Comedy
3224	has_rating	null
3224	has_director	Phillips Smalley
3225	has_genre	Short
3225	has_genre	Comedy
3225	has_rating	null
3225	has_director	Phillips Smalley
3230	has_genre	n
3230	has_genre	u
3230	has_genre	l
3230	has_genre	l
3230	has_rating	null
3230	has_director	Jack Conway
3235	has_genre	Short
3235	has_genre	Drama
3235	has_rating	5.8
3235	has_director	Van Dyke Brooke
3238	has_genre	Comedy
3238	has_genre	Short
3238	has_rating	5.4
3238	has_director	Mack Sennett
3240	has_genre	n
3240	has_genre	u
3240	has_genre	l
3240	has_genre	l
3240	has_rating	null
3240	has_director	n
3240	has_director	u
3240	has_director	l
3240	has_director	l
3241	has_genre	Drama
3241	has_genre	History
3241	has_rating	5.2
3241	has_director	Norval MacGregor
3243	has_genre	n
3243	has_genre	u
3243	has_genre	l
3243	has_genre	l
3243	has_rating	null
3243	has_director	Theo Frenkel
3244	has_genre	Short
3244	has_genre	Comedy
3244	has_rating	null
3244	has_director	Charles M. Seay
3246	has_genre	Short
3246	has_genre	Comedy
3246	has_rating	null
3246	has_director	Phillips Smalley
3247	has_genre	Short
3247	has_genre	Comedy
3247	has_rating	null
3247	has_director	Henry Lehrman
3248	has_genre	Short
3248	has_genre	Drama
3248	has_rating	null
3248	has_director	Phillips Smalley
3249	has_genre	Short
3249	has_genre	Comedy
3249	has_rating	6.9
3249	has_director	Arthur Hotaling
3250	has_genre	Short
3250	has_genre	Crime
3250	has_rating	null
3250	has_director	Ottar Gladvedt
3251	has_genre	Short
3251	has_genre	Comedy
3251	has_rating	null
3251	has_director	Dell Henderson
3252	has_genre	Short
3252	has_genre	Drama
3252	has_rating	null
3252	has_director	Phillips Smalley
3253	has_genre	Comedy
3253	has_genre	Short
3253	has_rating	null
3253	has_director	Henry Lehrman
3254	has_genre	Short
3254	has_genre	Drama
3254	has_rating	null
3254	has_director	Oscar Eagle
3255	has_genre	Comedy
3255	has_genre	Short
3255	has_rating	null
3255	has_director	Phillips Smalley
3256	has_genre	Short
3256	has_genre	Comedy
3256	has_rating	null
3256	has_director	Phillips Smalley
3257	has_genre	Short
3257	has_genre	Comedy
3257	has_rating	null
3257	has_director	Phillips Smalley
3258	has_genre	Short
3258	has_genre	Comedy
3258	has_rating	null
3258	has_director	Phillips Smalley
3259	has_genre	Comedy
3259	has_genre	Short
3259	has_rating	null
3259	has_director	n
3259	has_director	u
3259	has_director	l
3259	has_director	l
3260	has_genre	Short
3260	has_genre	Comedy
3260	has_genre	Romance
3260	has_rating	null
3260	has_director	Phillips Smalley
3261	has_genre	Short
3261	has_genre	Comedy
3261	has_rating	null
3261	has_director	Phillips Smalley
3262	has_genre	Short
3262	has_genre	Comedy
3262	has_rating	null
3262	has_director	Phillips Smalley
3263	has_genre	Short
3263	has_genre	Comedy
3263	has_genre	Romance
3263	has_rating	null
3263	has_director	Phillips Smalley
3264	has_genre	Short
3264	has_genre	Comedy
3264	has_rating	null
3264	has_director	Henry Lehrman
3265	has_genre	Short
3265	has_genre	Comedy
3265	has_rating	4.6
3265	has_director	Mack Sennett
3266	has_genre	Short
3266	has_genre	Comedy
3266	has_genre	Drama
3266	has_rating	null
3266	has_director	William Humphrey
3267	has_genre	Documentary
3267	has_rating	null
3267	has_director	n
3267	has_director	u
3267	has_director	l
3267	has_director	l
3268	has_genre	Short
3268	has_genre	Drama
3268	has_rating	5.2
3268	has_director	D.W. Griffith
3269	has_genre	Short
3269	has_genre	Drama
3269	has_rating	null
3269	has_director	Harold M. Shaw
3270	has_genre	Short
3270	has_genre	Adventure
3270	has_rating	null
3270	has_director	George Melford
3270	has_director	Sidney Olcott
3271	has_genre	Documentary
3271	has_genre	Short
3271	has_rating	null
3271	has_director	n
3271	has_director	u
3271	has_director	l
3271	has_director	l
3272	has_genre	Short
3272	has_genre	Drama
3272	has_rating	null
3272	has_director	Harold M. Shaw
3273	has_genre	Short
3273	has_genre	Drama
3273	has_rating	null
3273	has_director	George Lessey
3274	has_genre	Short
3274	has_genre	Drama
3274	has_genre	Romance
3274	has_rating	null
3274	has_director	Colin Campbell
3275	has_genre	Animation
3275	has_genre	Short
3275	has_rating	null
3275	has_director	Bud Fisher
3276	has_genre	Drama
3276	has_genre	Short
3276	has_rating	null
3276	has_director	Allan Dwan
3280	has_genre	Short
3280	has_genre	Comedy
3280	has_rating	null
3280	has_director	Fred Evans
3280	has_director	Joe Evans
3281	has_genre	Short
3281	has_genre	Drama
3281	has_rating	null
3281	has_director	Wilfred Lucas
3283	has_genre	Short
3283	has_genre	Drama
3283	has_rating	null
3283	has_director	George Melford
3284	has_genre	Animation
3284	has_genre	Short
3284	has_rating	null
3284	has_director	Émile Cohl
3285	has_genre	Animation
3285	has_genre	Short
3285	has_rating	null
3285	has_director	Émile Cohl
3286	has_genre	Animation
3286	has_genre	Short
3286	has_rating	null
3286	has_director	Émile Cohl
3287	has_genre	Comedy
3287	has_rating	null
3287	has_director	Raymond Longford
3289	has_genre	Drama
3289	has_rating	null
3289	has_director	J. Searle Dawley
3294	has_genre	n
3294	has_genre	u
3294	has_genre	l
3294	has_genre	l
3294	has_rating	null
3294	has_director	Manuel Reverter
3295	has_genre	Short
3295	has_genre	Adventure
3295	has_genre	Drama
3295	has_rating	5.5
3295	has_director	D.W. Griffith
3296	has_genre	Short
3296	has_genre	Drama
3296	has_rating	null
3296	has_director	Ralph Ince
3298	has_genre	Fantasy
3298	has_genre	Drama
3298	has_rating	null
3298	has_director	Charles L. Gaskill
3299	has_genre	Drama
3299	has_rating	null
3299	has_director	Herbert Blaché
3300	has_genre	Short
3300	has_genre	Western
3300	has_rating	null
3300	has_director	Colin Campbell
3301	has_genre	Adventure
3301	has_rating	6.0
3301	has_director	Hugh Ford
3301	has_director	Edwin S. Porter
3302	has_genre	Short
3302	has_genre	Comedy
3302	has_rating	null
3302	has_director	Henry Lehrman
3303	has_genre	Comedy
3303	has_genre	Short
3303	has_rating	null
3303	has_director	Mack Sennett
3306	has_genre	Drama
3306	has_rating	null
3306	has_director	Mauritz Stiller
3307	has_genre	Short
3307	has_genre	Drama
3307	has_genre	Western
3307	has_rating	null
3307	has_director	Raymond B. West
3308	has_genre	Comedy
3308	has_genre	Short
3308	has_rating	null
3308	has_director	Wilfred Lucas
3310	has_genre	Short
3310	has_genre	Comedy
3310	has_rating	5.5
3310	has_director	Mack Sennett
3313	has_genre	Western
3313	has_genre	Short
3313	has_rating	null
3313	has_director	D.W. Griffith
3315	has_genre	Short
3315	has_genre	Comedy
3315	has_rating	null
3315	has_director	Mack Sennett
3316	has_genre	Western
3316	has_rating	6.9
3316	has_director	Romaine Fielding
3317	has_genre	Short
3317	has_genre	Drama
3317	has_rating	7.3
3317	has_director	Henri Andréani
3323	has_genre	Short
3323	has_genre	Comedy
3323	has_genre	Drama
3323	has_rating	6.4
3323	has_director	D.W. Griffith
3324	has_genre	Comedy
3324	has_genre	Drama
3324	has_rating	null
3324	has_director	George D. Baker
3324	has_director	Ralph Ince
3325	has_genre	Short
3325	has_genre	Drama
3325	has_rating	null
3325	has_director	Henri Andréani
3326	has_genre	Short
3326	has_genre	Western
3326	has_rating	null
3326	has_director	William Duncan
3327	has_genre	Short
3327	has_genre	Drama
3327	has_genre	Western
3327	has_rating	null
3327	has_director	Wallace Reid
3327	has_director	Willis Robards
3328	has_genre	Short
3328	has_genre	Drama
3328	has_rating	null
3328	has_director	n
3328	has_director	u
3328	has_director	l
3328	has_director	l
3329	has_genre	Short
3329	has_genre	Comedy
3329	has_rating	null
3329	has_director	Phillips Smalley
3330	has_genre	Biography
3330	has_genre	Drama
3330	has_genre	History
3330	has_rating	6.3
3330	has_director	Carl Froelich
3330	has_director	William Wauer
3331	has_genre	Short
3331	has_genre	Crime
3331	has_genre	Drama
3331	has_rating	null
3331	has_director	Charles Weston
3334	has_genre	Drama
3334	has_rating	null
3334	has_director	George Gray
3334	has_director	Bert Haldane
3338	has_genre	Animation
3338	has_genre	Short
3338	has_rating	null
3338	has_director	Émile Cohl
3341	has_genre	Short
3341	has_genre	Drama
3341	has_rating	null
3341	has_director	Scott Sidney
3342	has_genre	Short
3342	has_genre	Drama
3342	has_genre	Romance
3342	has_rating	null
3342	has_director	Wallace Reid
3344	has_genre	Short
3344	has_genre	Comedy
3344	has_rating	null
3344	has_director	Mack Sennett
3345	has_genre	Short
3345	has_genre	Crime
3345	has_genre	Drama
3345	has_rating	5.8
3345	has_director	Urban Gad
3347	has_genre	Animation
3347	has_genre	Short
3347	has_rating	null
3347	has_director	Émile Cohl
3350	has_genre	Short
3350	has_genre	Drama
3350	has_rating	null
3350	has_director	Giovanni Doria
3353	has_genre	Short
3353	has_genre	Western
3353	has_rating	null
3353	has_director	William Duncan
3354	has_genre	Short
3354	has_genre	Comedy
3354	has_rating	null
3354	has_director	n
3354	has_director	u
3354	has_director	l
3354	has_director	l
3355	has_genre	Short
3355	has_genre	Western
3355	has_rating	4.8
3355	has_director	Francis Boggs
3357	has_genre	Drama
3357	has_genre	Short
3357	has_genre	Thriller
3357	has_rating	null
3357	has_director	J.P. McGowan
3358	has_genre	Short
3358	has_genre	Drama
3358	has_rating	null
3358	has_director	Charles M. Seay
3359	has_genre	Short
3359	has_genre	Comedy
3359	has_rating	null
3359	has_director	Mack Sennett
3360	has_genre	Short
3360	has_genre	Drama
3360	has_rating	5.4
3360	has_director	Franz Hofer
3361	has_genre	Short
3361	has_genre	Drama
3361	has_genre	Romance
3361	has_rating	null
3361	has_director	Edwin August
3362	has_genre	Drama
3362	has_rating	5.2
3362	has_director	Hobart Bosworth
3363	has_genre	Drama
3363	has_genre	War
3363	has_rating	null
3363	has_director	Stanner E.V. Taylor
3364	has_genre	Short
3364	has_genre	Drama
3364	has_rating	null
3364	has_director	Robert G. Vignola
3365	has_genre	Drama
3365	has_rating	4.7
3365	has_director	Alice Guy
3368	has_genre	Short
3368	has_genre	Western
3368	has_rating	null
3368	has_director	William Duncan
3370	has_genre	Western
3370	has_genre	Short
3370	has_rating	null
3370	has_director	D.W. Griffith
3372	has_genre	Short
3372	has_genre	Western
3372	has_rating	null
3372	has_director	Arthur Mackley
3374	has_genre	Short
3374	has_genre	Drama
3374	has_genre	Romance
3374	has_rating	null
3374	has_director	Otis Turner
3378	has_genre	Drama
3378	has_rating	null
3378	has_director	Charles L. Gaskill
3379	has_genre	Biography
3379	has_rating	3.8
3379	has_director	Bert Haldane
3384	has_genre	Drama
3384	has_genre	Short
3384	has_rating	null
3384	has_director	Theodore Wharton
3385	has_genre	Short
3385	has_genre	Drama
3385	has_rating	null
3385	has_director	Christy Cabanne
3386	has_genre	Drama
3386	has_rating	7.7
3386	has_director	Alexander Moissi
3387	has_genre	n
3387	has_genre	u
3387	has_genre	l
3387	has_genre	l
3387	has_rating	null
3387	has_director	Maurice Tourneur
3388	has_genre	Short
3388	has_genre	Comedy
3388	has_rating	null
3388	has_director	Van Dyke Brooke
3389	has_genre	Short
3389	has_genre	Comedy
3389	has_rating	null
3389	has_director	Mack Sennett
3390	has_genre	n
3390	has_genre	u
3390	has_genre	l
3390	has_genre	l
3390	has_rating	null
3390	has_director	Stellan Rye
3391	has_genre	Short
3391	has_genre	Drama
3391	has_genre	Romance
3391	has_rating	null
3391	has_director	Ralph Ince
3392	has_genre	Short
3392	has_genre	Drama
3392	has_rating	null
3392	has_director	Colin Campbell
3393	has_genre	Short
3393	has_genre	Drama
3393	has_rating	null
3393	has_director	D.W. Griffith
3394	has_genre	n
3394	has_genre	u
3394	has_genre	l
3394	has_genre	l
3394	has_rating	null
3394	has_director	Alfred Cohn
3395	has_genre	Short
3395	has_genre	Comedy
3395	has_rating	null
3395	has_director	Phillips Smalley
3396	has_genre	Short
3396	has_genre	Drama
3396	has_genre	Romance
3396	has_rating	null
3396	has_director	Van Dyke Brooke
3397	has_genre	Short
3397	has_genre	Adventure
3397	has_genre	Romance
3397	has_rating	null
3397	has_director	Lem B. Parker
3398	has_genre	Short
3398	has_genre	Drama
3398	has_rating	null
3398	has_director	Étienne Arnaud
3400	has_genre	Short
3400	has_genre	Comedy
3400	has_rating	null
3400	has_director	Mack Sennett
3401	has_genre	Drama
3401	has_genre	Short
3401	has_rating	5.4
3401	has_director	Allan Dwan
3402	has_genre	Short
3402	has_genre	Drama
3402	has_rating	null
3402	has_director	Charles J. Grahm
3403	has_genre	Short
3403	has_genre	Drama
3403	has_rating	null
3403	has_director	Harry McRae Webster
3404	has_genre	Drama
3404	has_rating	null
3404	has_director	Herbert Blaché
3405	has_genre	Short
3405	has_genre	Comedy
3405	has_rating	null
3405	has_director	Phillips Smalley
3406	has_genre	n
3406	has_genre	u
3406	has_genre	l
3406	has_genre	l
3406	has_rating	null
3406	has_director	Hans Oberländer
3408	has_genre	Short
3408	has_genre	Drama
3408	has_rating	null
3408	has_director	n
3408	has_director	u
3408	has_director	l
3408	has_director	l
3409	has_genre	Drama
3409	has_genre	Short
3409	has_rating	null
3409	has_director	Anthony O'Sullivan
3410	has_genre	Short
3410	has_genre	Drama
3410	has_rating	5.8
3410	has_director	D.W. Griffith
3412	has_genre	Short
3412	has_genre	Comedy
3412	has_rating	null
3412	has_director	Mack Sennett
3414	has_genre	Crime
3414	has_genre	Drama
3414	has_rating	null
3414	has_director	James Gordon
3415	has_genre	Animation
3415	has_genre	Short
3415	has_genre	Fantasy
3415	has_rating	6.7
3415	has_director	Wladyslaw Starewicz
3417	has_genre	Short
3417	has_genre	Comedy
3417	has_rating	5.1
3417	has_director	Mack Sennett
3418	has_genre	Short
3418	has_genre	Drama
3418	has_genre	Western
3418	has_rating	null
3418	has_director	George Melford
3420	has_genre	Animation
3420	has_genre	Short
3420	has_rating	null
3420	has_director	Bud Fisher
3421	has_genre	Animation
3421	has_genre	Short
3421	has_rating	null
3421	has_director	Émile Cohl
3422	has_genre	Animation
3422	has_genre	Short
3422	has_rating	null
3422	has_director	Bud Fisher
3423	has_genre	n
3423	has_genre	u
3423	has_genre	l
3423	has_genre	l
3423	has_rating	null
3423	has_director	Viggo Larsen
3424	has_genre	Short
3424	has_genre	Drama
3424	has_genre	Thriller
3424	has_rating	7.3
3424	has_director	Phillips Smalley
3424	has_director	Lois Weber
3425	has_genre	Short
3425	has_genre	Drama
3425	has_genre	Romance
3425	has_rating	null
3425	has_director	Ralph Ince
3426	has_genre	Short
3426	has_genre	Comedy
3426	has_genre	Romance
3426	has_rating	null
3426	has_director	Ralph Ince
3428	has_genre	Short
3428	has_genre	Comedy
3428	has_genre	Western
3428	has_rating	null
3428	has_director	William Duncan
3429	has_genre	Comedy
3429	has_genre	Short
3429	has_rating	null
3429	has_director	Étienne Arnaud
3430	has_genre	Short
3430	has_genre	Comedy
3430	has_rating	null
3430	has_director	Mack Sennett
3431	has_genre	n
3431	has_genre	u
3431	has_genre	l
3431	has_genre	l
3431	has_rating	6.2
3431	has_director	Max Mack
3432	has_genre	Drama
3432	has_genre	Short
3432	has_rating	null
3432	has_director	Theodore Wharton
3433	has_genre	Short
3433	has_genre	Drama
3433	has_rating	null
3433	has_director	Ned Finley
3434	has_genre	Western
3434	has_genre	Short
3434	has_rating	null
3434	has_director	Wallace Reid
3435	has_genre	Short
3435	has_genre	Action
3435	has_genre	Comedy
3435	has_rating	5.0
3435	has_director	Wilfred Lucas
3436	has_genre	Short
3436	has_genre	Drama
3436	has_rating	5.5
3436	has_director	D.W. Griffith
3438	has_genre	Drama
3438	has_rating	5.8
3438	has_director	Lee Beggs
3439	has_genre	Drama
3439	has_genre	Short
3439	has_rating	null
3439	has_director	D.W. Griffith
3440	has_genre	Short
3440	has_genre	Drama
3440	has_rating	null
3440	has_director	Anthony O'Sullivan
3441	has_genre	n
3441	has_genre	u
3441	has_genre	l
3441	has_genre	l
3441	has_rating	6.0
3441	has_director	Wladyslaw Starewicz
3442	has_genre	Drama
3442	has_genre	Romance
3442	has_rating	6.0
3442	has_director	J. Searle Dawley
3444	has_genre	Short
3444	has_genre	Comedy
3444	has_rating	null
3444	has_director	Phillips Smalley
3445	has_genre	Animation
3445	has_genre	Short
3445	has_rating	null
3445	has_director	Émile Cohl
3446	has_genre	Animation
3446	has_genre	Short
3446	has_rating	null
3446	has_director	Émile Cohl
3447	has_genre	Comedy
3447	has_genre	Short
3447	has_rating	null
3447	has_director	Henry Lehrman
3448	has_genre	Short
3448	has_genre	Drama
3448	has_rating	null
3448	has_director	E.A. Martin
3449	has_genre	Drama
3449	has_rating	null
3449	has_director	Barry O'Neil
3450	has_genre	Short
3450	has_genre	Drama
3450	has_rating	null
3450	has_director	n
3450	has_director	u
3450	has_director	l
3450	has_director	l
3451	has_genre	Adventure
3451	has_genre	Short
3451	has_genre	Thriller
3451	has_rating	5.2
3451	has_director	Colin Campbell
3452	has_genre	Short
3452	has_genre	Comedy
3452	has_rating	null
3452	has_director	Mack Sennett
3453	has_genre	Short
3453	has_genre	Comedy
3453	has_rating	null
3453	has_director	Dell Henderson
3454	has_genre	Western
3454	has_genre	Short
3454	has_rating	4.6
3454	has_director	D.W. Griffith
3455	has_genre	Short
3455	has_genre	Western
3455	has_rating	null
3455	has_director	Gilbert M. 'Broncho Billy' Anderson
3456	has_genre	n
3456	has_genre	u
3456	has_genre	l
3456	has_genre	l
3456	has_rating	null
3456	has_director	n
3456	has_director	u
3456	has_director	l
3456	has_director	l
3459	has_genre	Short
3459	has_genre	Drama
3459	has_rating	null
3459	has_director	Frederick A. Thomson
3461	has_genre	Short
3461	has_genre	Western
3461	has_genre	Comedy
3461	has_rating	null
3461	has_director	Oscar Eagle
3462	has_genre	Short
3462	has_genre	Thriller
3462	has_genre	Western
3462	has_rating	null
3462	has_director	Kenean Buel
3466	has_genre	Adventure
3466	has_genre	Romance
3466	has_genre	Short
3466	has_rating	null
3466	has_director	Theodore Wharton
3467	has_genre	Short
3467	has_genre	Comedy
3467	has_rating	null
3467	has_director	Phillips Smalley
3468	has_genre	Comedy
3468	has_genre	Short
3468	has_rating	4.3
3468	has_director	Henry Lehrman
3469	has_genre	Drama
3469	has_rating	null
3469	has_director	n
3469	has_director	u
3469	has_director	l
3469	has_director	l
3470	has_genre	Documentary
3470	has_rating	null
3470	has_director	n
3470	has_director	u
3470	has_director	l
3470	has_director	l
3471	has_genre	Crime
3471	has_genre	Drama
3471	has_rating	6.0
3471	has_director	George Loane Tucker
3473	has_genre	Short
3473	has_genre	Drama
3473	has_rating	null
3473	has_director	Walter Edwin
3474	has_genre	Drama
3474	has_genre	Short
3474	has_rating	null
3474	has_director	Edwin August
3475	has_genre	Short
3475	has_genre	Drama
3475	has_genre	Romance
3475	has_rating	null
3475	has_director	Lorimer Johnston
3476	has_genre	Drama
3476	has_genre	Short
3476	has_rating	null
3476	has_director	Kenean Buel
3477	has_genre	Short
3477	has_genre	Drama
3477	has_genre	Romance
3477	has_rating	null
3477	has_director	Ralph Ince
3478	has_genre	Short
3478	has_genre	Drama
3478	has_rating	null
3478	has_director	Burton L. King
3479	has_genre	Short
3479	has_genre	Drama
3479	has_genre	Romance
3479	has_rating	null
3479	has_director	Phillips Smalley
3480	has_genre	Short
3480	has_genre	Drama
3480	has_rating	null
3480	has_director	J. Searle Dawley
3481	has_genre	Short
3481	has_genre	Drama
3481	has_rating	null
3481	has_director	Kenean Buel
3483	has_genre	Short
3483	has_genre	Drama
3483	has_rating	null
3483	has_director	Lem B. Parker
3484	has_genre	Drama
3484	has_genre	Short
3484	has_genre	Western
3484	has_rating	5.8
3484	has_director	D.W. Griffith
3489	has_genre	Adventure
3489	has_genre	Drama
3489	has_rating	6.2
3489	has_director	Mario Caserini
3489	has_director	Eleuterio Rodolfi
3492	has_genre	Drama
3492	has_genre	Short
3492	has_rating	null
3492	has_director	Anthony O'Sullivan
3494	has_genre	Animation
3494	has_genre	Short
3494	has_rating	null
3494	has_director	Émile Cohl
3496	has_genre	Drama
3496	has_genre	Romance
3496	has_genre	Short
3496	has_rating	null
3496	has_director	Colin Campbell
3497	has_genre	Short
3497	has_genre	Drama
3497	has_rating	5.8
3497	has_director	D.W. Griffith
3498	has_genre	Short
3498	has_genre	Drama
3498	has_rating	null
3498	has_director	William Humphrey
3499	has_genre	Drama
3499	has_genre	Short
3499	has_rating	7.4
3499	has_director	Robert G. Vignola
3500	has_genre	Short
3500	has_rating	6.9
3500	has_director	Mauritz Stiller
3501	has_genre	Short
3501	has_genre	Comedy
3501	has_rating	null
3501	has_director	Phillips Smalley
3502	has_genre	n
3502	has_genre	u
3502	has_genre	l
3502	has_genre	l
3502	has_rating	5.6
3502	has_director	Max Reinhardt
3503	has_genre	Short
3503	has_genre	Drama
3503	has_rating	null
3503	has_director	Anthony O'Sullivan
3504	has_genre	n
3504	has_genre	u
3504	has_genre	l
3504	has_genre	l
3504	has_rating	null
3504	has_director	Max Obal
3504	has_director	Stellan Rye
3504	has_director	Carl Ludwig Schleich
3505	has_genre	Drama
3505	has_genre	Romance
3505	has_genre	Short
3505	has_rating	null
3505	has_director	Wallace Reid
3506	has_genre	Drama
3506	has_rating	null
3506	has_director	John Douglas
3507	has_genre	Drama
3507	has_rating	null
3507	has_director	Frank Wilson
3508	has_genre	War
3508	has_rating	6.4
3508	has_director	J. Parker Read Jr.
3510	has_genre	Drama
3510	has_rating	null
3510	has_director	n
3510	has_director	u
3510	has_director	l
3510	has_director	l
3511	has_genre	n
3511	has_genre	u
3511	has_genre	l
3511	has_genre	l
3511	has_rating	null
3511	has_director	n
3511	has_director	u
3511	has_director	l
3511	has_director	l
3512	has_genre	Short
3512	has_genre	Comedy
3512	has_rating	5.1
3512	has_director	Georges Méliès
3513	has_genre	Drama
3513	has_genre	Short
3513	has_rating	4.4
3513	has_director	D.W. Griffith
3514	has_genre	Comedy
3514	has_genre	Short
3514	has_rating	null
3514	has_director	Mack Sennett
3515	has_genre	Drama
3515	has_genre	Short
3515	has_rating	null
3515	has_director	Allan Dwan
3516	has_genre	Short
3516	has_genre	Drama
3516	has_genre	Fantasy
3516	has_rating	4.9
3516	has_director	D.W. Griffith
3519	has_genre	Short
3519	has_genre	Drama
3519	has_rating	null
3519	has_director	Charles Giblyn
3521	has_genre	Drama
3521	has_genre	Short
3521	has_rating	null
3521	has_director	Ralph Ince
3524	has_genre	Romance
3524	has_genre	Drama
3524	has_genre	Short
3524	has_rating	null
3524	has_director	Lem B. Parker
3525	has_genre	Drama
3525	has_genre	Short
3525	has_rating	null
3525	has_director	Anthony O'Sullivan
3526	has_genre	Short
3526	has_genre	Adventure
3526	has_genre	Drama
3526	has_genre	Fantasy
3526	has_genre	Horror
3526	has_rating	5.7
3526	has_director	Henry MacRae
3527	has_genre	Animation
3527	has_genre	Short
3527	has_rating	null
3527	has_director	Bud Fisher
3528	has_genre	Comedy
3528	has_genre	Short
3528	has_rating	null
3528	has_director	Phillips Smalley
3529	has_genre	Short
3529	has_genre	Drama
3529	has_rating	null
3529	has_director	Francis Ford
3531	has_genre	Short
3531	has_genre	Drama
3531	has_rating	null
3531	has_director	Phillips Smalley
3534	has_genre	Short
3534	has_genre	Comedy
3534	has_rating	null
3534	has_director	Phillips Smalley
3535	has_genre	Romance
3535	has_genre	Western
3535	has_genre	Short
3535	has_rating	null
3535	has_director	Wallace Reid
3536	has_genre	Comedy
3536	has_genre	Romance
3536	has_genre	Short
3536	has_rating	4.8
3536	has_director	James Young
3537	has_genre	Fantasy
3537	has_genre	Romance
3537	has_genre	Short
3537	has_rating	null
