head	relation	tail 
148709	has_director	l
148709	has_director	l
148775	has_genre	Adult
148775	has_rating	3.9
148775	has_director	Seymore Butts
148881	has_genre	Adult
148881	has_rating	6.0
148881	has_director	Jim Powers
148888	has_genre	Adult
148888	has_rating	6.0
148888	has_director	Jerry Ross
148956	has_genre	Adult
148956	has_genre	Comedy
148956	has_rating	null
148956	has_director	Jim Enright
148978	has_genre	Adult
148978	has_rating	null
148978	has_director	n
148978	has_director	u
148978	has_director	l
148978	has_director	l
148982	has_genre	Adult
148982	has_rating	null
148982	has_director	Gary Graver
149011	has_genre	Adult
149011	has_rating	null
149011	has_director	n
149011	has_director	u
149011	has_director	l
149011	has_director	l
149144	has_genre	Adult
149144	has_rating	null
149144	has_director	Karen Dior
149146	has_genre	Adult
149146	has_rating	null
149146	has_director	Sam S. Catah
149330	has_genre	Drama
149330	has_rating	null
149330	has_director	Leedham Bantock
149334	has_genre	Animation
149334	has_genre	Family
149334	has_genre	Short
149334	has_genre	Comedy
149334	has_rating	5.2
149334	has_director	Paul J. Smith
149350	has_genre	Comedy
149350	has_rating	4.9
149350	has_director	Maria Theresia Wagner
149352	has_genre	Animation
149352	has_genre	Short
149352	has_genre	Family
149352	has_rating	5.5
149352	has_director	Connie Rasinski
149354	has_genre	n
149354	has_genre	u
149354	has_genre	l
149354	has_genre	l
149354	has_rating	null
149354	has_director	Kwon-taek Im
149380	has_genre	Biography
149380	has_genre	Drama
149380	has_genre	Romance
149380	has_rating	6.8
149380	has_director	Paul Mazursky
149406	has_genre	Short
149406	has_rating	null
149406	has_director	Ángel Fernández Santos
149508	has_genre	Drama
149508	has_rating	5.9
149508	has_director	n
149508	has_director	u
149508	has_director	l
149508	has_director	l
149566	has_genre	Short
149566	has_rating	null
149566	has_director	Santiago Álvarez
149590	has_genre	Animation
149590	has_genre	Short
149590	has_rating	5.7
149590	has_director	Connie Rasinski
149612	has_genre	Animation
149612	has_genre	Short
149612	has_rating	null
149612	has_director	Manny Gould
149612	has_director	Ben Harrison
149830	has_genre	n
149830	has_genre	u
149830	has_genre	l
149830	has_genre	l
149830	has_rating	null
149830	has_director	Gábor Czakó
149902	has_genre	Animation
149902	has_genre	Short
149902	has_rating	null
149902	has_director	Frank Moser
150254	has_genre	Comedy
150254	has_rating	7.7
150254	has_director	Jim Drake
150401	has_genre	Family
150401	has_genre	Animation
150401	has_genre	Short
150401	has_genre	Comedy
150401	has_rating	7.0
150401	has_director	Dick Lundy
150548	has_genre	Comedy
150548	has_rating	4.9
150548	has_director	Sergio Corbucci
150554	has_genre	Animation
150554	has_genre	Short
150554	has_genre	Comedy
150554	has_genre	Family
150554	has_genre	Romance
150554	has_rating	6.4
150554	has_director	Don Patterson
150596	has_genre	Animation
150596	has_genre	Short
150596	has_genre	Sci-Fi
150596	has_rating	4.6
150596	has_director	Connie Rasinski
150604	has_genre	Animation
150604	has_genre	Short
150604	has_genre	Comedy
150604	has_genre	Family
150604	has_rating	6.4
150604	has_director	Paul J. Smith
150696	has_genre	Animation
150696	has_genre	Comedy
150696	has_genre	Short
150696	has_rating	null
150696	has_director	Connie Rasinski
150696	has_director	Gene Deitch
150993	has_genre	n
150993	has_genre	u
150993	has_genre	l
150993	has_genre	l
150993	has_rating	null
150993	has_director	n
150993	has_director	u
150993	has_director	l
150993	has_director	l
151311	has_genre	Short
151311	has_rating	null
151311	has_director	Khwaja Ahmad Abbas
151315	has_genre	Animation
151315	has_genre	Short
151315	has_rating	5.7
151315	has_director	Eddie Donnelly
151317	has_genre	Documentary
151317	has_genre	Short
151317	has_rating	null
151317	has_director	n
151317	has_director	u
151317	has_director	l
151317	has_director	l
151455	has_genre	Animation
151455	has_genre	Short
151455	has_genre	Comedy
151455	has_genre	Family
151455	has_rating	6.3
151455	has_director	Rudy Larriva
151479	has_genre	Crime
151479	has_genre	Drama
151479	has_genre	Romance
151479	has_rating	7.9
151479	has_director	Lucian Pintilie
151501	has_genre	Animation
151501	has_genre	Short
151501	has_rating	null
151501	has_director	Manny Gould
151501	has_director	Ben Harrison
151557	has_genre	Drama
151557	has_rating	8.0
151557	has_director	n
151557	has_director	u
151557	has_director	l
151557	has_director	l
151559	has_genre	Short
151559	has_genre	Action
151559	has_genre	Adventure
151559	has_rating	7.0
151559	has_director	Michael Thomas Dunn
151653	has_genre	Animation
151653	has_genre	Short
151653	has_genre	Comedy
151653	has_genre	Family
151653	has_rating	6.4
151653	has_director	Dan Gordon
151653	has_director	Seymour Kneitel
151653	has_director	Izzy Sparber
151653	has_director	James Tyer
151687	has_genre	Drama
151687	has_genre	War
151687	has_rating	6.0
151687	has_director	Hong-sik Kang
151695	has_genre	Animation
151695	has_genre	Short
151695	has_genre	Adventure
151695	has_genre	Comedy
151695	has_genre	Fantasy
151695	has_rating	6.0
151695	has_director	Walter Lantz
151739	has_genre	n
151739	has_genre	u
151739	has_genre	l
151739	has_genre	l
151739	has_rating	null
151739	has_director	Cheon Sang-in
151745	has_genre	Drama
151745	has_rating	7.6
151745	has_director	Alan L. Fraser
151759	has_genre	Adult
151759	has_rating	7.4
151759	has_director	Wesley Emerson
151763	has_genre	Drama
151763	has_genre	Romance
151763	has_rating	6.4
151763	has_director	Shlomo Suriano
151769	has_genre	Animation
151769	has_genre	Short
151769	has_genre	Comedy
151769	has_genre	Family
151769	has_rating	7.0
151769	has_director	Dan Gordon
151769	has_director	Dave Tendlar
151777	has_genre	Animation
151777	has_genre	Short
151777	has_genre	Comedy
151777	has_genre	Family
151777	has_rating	5.2
151777	has_director	Seymour Kneitel
151781	has_genre	n
151781	has_genre	u
151781	has_genre	l
151781	has_genre	l
151781	has_rating	null
151781	has_director	Santiago Álvarez
152037	has_genre	Action
152037	has_genre	Animation
152037	has_genre	Short
152037	has_genre	Family
152037	has_genre	Comedy
152037	has_rating	6.1
152037	has_director	Dave Fleischer
152037	has_director	Seymour Kneitel
152037	has_director	Dave Tendlar
152063	has_genre	Animation
152063	has_genre	Short
152063	has_rating	6.9
152063	has_director	Mannie Davis
152065	has_genre	Comedy
152065	has_rating	7.1
152065	has_director	Otakar Vávra
152071	has_genre	Comedy
152071	has_genre	Musical
152071	has_rating	7.3
152071	has_director	Aleksandr Polynnikov
152077	has_genre	Animation
152077	has_genre	Family
152077	has_genre	Short
152077	has_genre	Comedy
152077	has_rating	6.0
152077	has_director	Paul J. Smith
152079	has_genre	Short
152079	has_rating	null
152079	has_director	John Abraham
152081	has_genre	Animation
152081	has_genre	Short
152081	has_rating	5.6
152081	has_director	Mannie Davis
152081	has_director	Connie Rasinski
152083	has_genre	Drama
152083	has_rating	5.9
152083	has_director	Giuseppe Bertolucci
152085	has_genre	Drama
152085	has_rating	null
152085	has_director	Philippe Triboit
152091	has_genre	Animation
152091	has_genre	Short
152091	has_rating	7.4
152091	has_director	Manny Gould
152091	has_director	Ben Harrison
152105	has_genre	Animation
152105	has_genre	Short
152105	has_genre	Comedy
152105	has_genre	Family
152105	has_genre	Western
152105	has_rating	6.9
152105	has_director	Walter Lantz
152105	has_director	Dick Lundy
152105	has_director	Don Patterson
152173	has_genre	Comedy
152173	has_genre	Documentary
152173	has_rating	4.9
152173	has_director	Lydia Dean Pilcher
152270	has_genre	Animation
152270	has_genre	Short
152270	has_rating	null
152270	has_director	Alex Lovy
152284	has_genre	Drama
152284	has_rating	7.1
152284	has_director	Agragami
152372	has_genre	Comedy
152372	has_rating	4.1
152372	has_director	Mariano Laurenti
152591	has_genre	n
152591	has_genre	u
152591	has_genre	l
152591	has_genre	l
152591	has_rating	null
152591	has_director	n
152591	has_director	u
152591	has_director	l
152591	has_director	l
152658	has_genre	Animation
152658	has_genre	Short
152658	has_rating	6.2
152658	has_director	Connie Rasinski
152711	has_genre	Adult
152711	has_rating	7.0
152711	has_director	Jeff Stallion
152970	has_genre	Adult
152970	has_rating	7.2
152970	has_director	n
152970	has_director	u
152970	has_director	l
152970	has_director	l
153070	has_genre	Horror
153070	has_rating	null
153070	has_director	Tony Sinclair
153236	has_genre	Adult
153236	has_rating	6.1
153236	has_director	n
153236	has_director	u
153236	has_director	l
153236	has_director	l
153386	has_genre	Animation
153386	has_genre	Short
153386	has_rating	6.4
153386	has_director	Connie Rasinski
153408	has_genre	Adult
153408	has_rating	null
153408	has_director	Henri Pachard
154065	has_genre	Adventure
154065	has_genre	Crime
154065	has_genre	Comedy
154065	has_rating	6.2
154065	has_director	n
154065	has_director	u
154065	has_director	l
154065	has_director	l
154358	has_genre	n
154358	has_genre	u
154358	has_genre	l
154358	has_genre	l
154358	has_rating	6.1
154358	has_director	Viktor Tourjansky
154975	has_genre	Comedy
154975	has_genre	Short
154975	has_rating	null
154975	has_director	Sidney Drew
155064	has_genre	Comedy
155064	has_genre	Drama
155064	has_rating	7.0
155064	has_director	K. Balachander
155168	has_genre	n
155168	has_genre	u
155168	has_genre	l
155168	has_genre	l
155168	has_rating	null
155168	has_director	Shantaram Athavale
155288	has_genre	Animation
155288	has_rating	null
155288	has_director	André Marques
155358	has_genre	Fantasy
155358	has_rating	null
155358	has_director	Jyotish Bannerjee
155509	has_genre	Documentary
155509	has_rating	null
155509	has_director	Vishram Bedekar
155589	has_genre	Adventure
155589	has_genre	Fantasy
155589	has_genre	Mystery
155589	has_genre	Romance
155589	has_rating	7.1
155589	has_director	Stere Gulea
155659	has_genre	Short
155659	has_rating	null
155659	has_director	Catalina Santamaria
155743	has_genre	Short
155743	has_rating	7.0
155743	has_director	Shyam Benegal
155774	has_genre	Drama
155774	has_rating	7.6
155774	has_director	P.C. Barua
155812	has_genre	n
155812	has_genre	u
155812	has_genre	l
155812	has_genre	l
155812	has_rating	6.2
155812	has_director	Bharathiraja
155820	has_genre	Comedy
155820	has_rating	null
155820	has_director	Master Bhagwan
155892	has_genre	n
155892	has_genre	u
155892	has_genre	l
155892	has_genre	l
155892	has_rating	null
155892	has_director	P. Bhaskaran
156025	has_genre	Documentary
156025	has_genre	Music
156025	has_rating	7.5
156025	has_director	David Mallet
156371	has_genre	Adult
156371	has_genre	Crime
156371	has_genre	Drama
156371	has_rating	5.7
156371	has_director	Bob Chinn
156387	has_genre	Action
156387	has_rating	6.0
156387	has_director	Nanabhai Bhatt
156553	has_genre	Documentary
156553	has_rating	null
156553	has_director	Fali Bilimoria
156605	has_genre	Comedy
156605	has_rating	5.0
156605	has_director	Endre Rodríguez
156607	has_genre	Documentary
156607	has_rating	null
156607	has_director	Mohan Dayaram Bhavnani
156609	has_genre	Family
156609	has_genre	Comedy
156609	has_rating	5.7
156609	has_director	Peter Baldwin
156675	has_genre	Action
156675	has_genre	Adventure
156675	has_genre	Drama
156675	has_genre	Sci-Fi
156675	has_rating	7.0
156675	has_director	n
156675	has_director	u
156675	has_director	l
156675	has_director	l
156706	has_genre	Horror
156706	has_genre	Mystery
156706	has_rating	3.3
156706	has_director	Claudio Lattanzi
156706	has_director	Joe D'Amato
156726	has_genre	n
156726	has_genre	u
156726	has_genre	l
156726	has_genre	l
156726	has_rating	7.2
156726	has_director	n
156726	has_director	u
156726	has_director	l
156726	has_director	l
156781	has_genre	n
156781	has_genre	u
156781	has_genre	l
156781	has_genre	l
156781	has_rating	null
156781	has_director	Nitin Bose
156783	has_genre	n
156783	has_genre	u
156783	has_genre	l
156783	has_genre	l
156783	has_rating	null
156783	has_director	Nanabhai Bhatt
157108	has_genre	Drama
157108	has_rating	null
157108	has_director	Dave Pincus
157110	has_genre	n
157110	has_genre	u
157110	has_genre	l
157110	has_genre	l
157110	has_rating	null
157110	has_director	n
157110	has_director	u
157110	has_director	l
157110	has_director	l
157122	has_genre	Drama
157122	has_genre	Romance
157122	has_rating	7.4
157122	has_director	Liv Ullmann
157130	has_genre	Documentary
157130	has_rating	null
157130	has_director	Fali Bilimoria
157172	has_genre	n
157172	has_genre	u
157172	has_genre	l
